tag,uptimeMillis,rms,peak,dbfs,zeroRatio,readResult,callState,audioMode,outputDevice
AAWAZ_DIAG,204501137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204501639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204502138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204502637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204503135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204503637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204504136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204504636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204505136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204505639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204506137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204506639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204507138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204507638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204508136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204508635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204509133,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204509634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204510136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204510638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204511137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204511637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204512138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204512635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204513136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204513637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204514138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204514639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204515138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204515642,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204516138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204516639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204517139,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204517639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204518138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204518638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204519138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204519638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204520139,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204520645,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204521136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204521639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204522136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204522641,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204523139,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204523637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204524135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204524636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204525134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204525638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204526140,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204526639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204527138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204527636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204528137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204528640,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204529138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204529637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204530138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204530638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204531138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204531637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204532140,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204532638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204533147,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204533636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204534141,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204534638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204535134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204535635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204536135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204536636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204537145,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204537638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204538139,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204538636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204539136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204539635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204540134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204540639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204541140,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204541638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204542138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204542639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204543137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204543637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204544138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204544634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204545136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204545635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204546132,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204546634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204547136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204547636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204548136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204548637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204549137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204549636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204550137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204550636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204551137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204551640,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204552134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204552636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204553137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204553634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204554138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204554634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204555134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204555633,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204556138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204556636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204557138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204557637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204558134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204558635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204559135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204559635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204560135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204560636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204561134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204561774,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204562134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204562635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204563138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204563636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204564136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204564638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204565137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204565639,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204566138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204566636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204567136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204567637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204568137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204568635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204569137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204569637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204570136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204570638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204571138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204571642,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204572138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204572638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204573139,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204573637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204574134,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204574633,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204575133,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204575634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204576135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204576635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204577136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204577634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204578135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204578637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204579136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204579637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204580137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204580638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204581136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204581635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204582137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204582634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204583136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204583636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204584137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204584636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204585136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204585636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204586137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204586634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204587137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204587636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204588135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204588636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204589136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204589636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204590136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204590637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204591136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204591636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204592136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204592634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204593135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204593635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204594135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204594637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204595136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204595638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204596136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204596636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204597135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204597638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204598136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204598638,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204599136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204599634,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204600137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204600636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204601136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204601636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204602137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204602637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204603136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204603635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204604136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204604637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204605138,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204605637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204606137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204606636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204607137,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204607636,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204608136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204608637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204609136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204609635,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204610135,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204610637,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
AAWAZ_DIAG,204611136,0.0,0,-999.0,1.000,320,IDLE,IN_COMMUNICATION,BLUETOOTH_SCO
